order_id,customer,region,amount,order_date
ORD-1149,Customer 024,West,73.99,2025-06-24
ORD-1150,Customer 025,Central,732.07,2025-06-25
ORD-1151,Customer 001,North,150.5,2025-07-01
ORD-1152,Customer 002,South,275.0,2025-07-02
ORD-1153,Customer 003,East,119.99,2025-07-03
ORD-1154,Customer 004,West,340.75,2025-07-04
ORD-1155,Customer 005,Central,180.2,2025-07-05
ORD-1156,Customer 006,North,529.99,2025-07-06
ORD-1157,Customer 007,South,305.4,2025-07-07
ORD-1158,Customer 008,East,90.0,2025-07-08
ORD-1159,Customer 009,West,745.1,2025-07-09
ORD-1160,Customer 010,Central,162.45,2025-07-10
ORD-1161,Customer 011,North,1010.0,2025-07-11
ORD-1162,Customer 012,South,84.3,2025-07-12
ORD-1163,Customer 013,East,450.42,2025-07-13
ORD-1164,Customer 014,West,290.8,2025-07-14
ORD-1165,Customer 015,Central,175.67,2025-07-15
ORD-1166,Customer 016,North,419.9,2025-07-16
ORD-1167,Customer 017,South,252.22,2025-07-17
ORD-1168,Customer 018,East,670.0,2025-07-18
ORD-1169,Customer 019,West,108.55,2025-07-19
ORD-1170,Customer 020,Central,585.5,2025-07-20
ORD-1171,Customer 021,North,229.95,2025-07-21
ORD-1172,Customer 022,South,890.75,2025-07-22
ORD-1173,Customer 023,East,345.33,2025-07-23
ORD-1174,Customer 024,West,78.99,2025-07-24
ORD-1175,Customer 025,Central,737.07,2025-07-25
ORD-1176,Customer 001,North,155.5,2025-08-01
ORD-1177,Customer 002,South,280.0,2025-08-02
ORD-1178,Customer 003,East,124.99,2025-08-03
ORD-1179,Customer 004,West,345.75,2025-08-04
ORD-1180,Customer 005,Central,185.2,2025-08-05
ORD-1181,Customer 006,North,534.99,2025-08-06
ORD-1182,Customer 007,South,310.4,2025-08-07
ORD-1183,Customer 008,East,95.0,2025-08-08
ORD-1184,Customer 009,West,750.1,2025-08-09
ORD-1185,Customer 010,Central,167.45,2025-08-10
ORD-1186,Customer 011,North,1015.0,2025-08-11
ORD-1187,Customer 012,South,89.3,2025-08-12
ORD-1188,Customer 013,East,455.42,2025-08-13
ORD-1189,Customer 014,West,295.8,2025-08-14
ORD-1190,Customer 015,Central,180.67,2025-08-15
ORD-1191,Customer 016,North,424.9,2025-08-16
ORD-1192,Customer 017,South,257.22,2025-08-17
ORD-1193,Customer 018,East,675.0,2025-08-18
ORD-1194,Customer 019,West,113.55,2025-08-19
ORD-1195,Customer 020,Central,590.5,2025-08-20
ORD-1196,Customer 021,North,234.95,2025-08-21
ORD-1197,Customer 022,South,895.75,2025-08-22
ORD-1198,Customer 023,East,350.33,2025-08-23
ORD-1199,Customer 024,West,83.99,2025-08-24
ORD-1200,Customer 025,Central,742.07,2025-08-25
ORD-1201,Customer 001,North,160.5,2025-09-01
ORD-1202,Customer 002,South,285.0,2025-09-02
ORD-1203,Customer 003,East,129.99,2025-09-03
ORD-1204,Customer 004,West,350.75,2025-09-04
ORD-1205,Customer 005,Central,190.2,2025-09-05
ORD-1206,Customer 006,North,539.99,2025-09-06
ORD-1207,Customer 007,South,315.4,2025-09-07
ORD-1208,Customer 008,East,100.0,2025-09-08
ORD-1209,Customer 009,West,755.1,2025-09-09
ORD-1210,Customer 010,Central,172.45,2025-09-10
ORD-1211,Customer 011,North,1020.0,2025-09-11
ORD-1212,Customer 012,South,94.3,2025-09-12
ORD-1213,Customer 013,East,460.42,2025-09-13
ORD-1214,Customer 014,West,300.8,2025-09-14
ORD-1215,Customer 015,Central,185.67,2025-09-15
ORD-1216,Customer 016,North,429.9,2025-09-16
ORD-1217,Customer 017,South,262.22,2025-09-17
ORD-1218,Customer 018,East,680.0,2025-09-18
ORD-1219,Customer 019,West,118.55,2025-09-19
ORD-1220,Customer 020,Central,595.5,2025-09-20
ORD-1221,Customer 021,North,239.95,2025-09-21
ORD-1222,Customer 022,South,900.75,2025-09-22
ORD-1223,Customer 023,East,355.33,2025-09-23
ORD-1224,Customer 024,West,88.99,2025-09-24
ORD-1225,Customer 025,Central,747.07,2025-09-25
ORD-1226,Customer 001,North,165.5,2025-10-01
ORD-1227,Customer 002,South,290.0,2025-10-02
ORD-1228,Customer 003,East,134.99,2025-10-03
ORD-1229,Customer 004,West,355.75,2025-10-04
ORD-1230,Customer 005,Central,195.2,2025-10-05
ORD-1231,Customer 006,North,544.99,2025-10-06
ORD-1232,Customer 007,South,320.4,2025-10-07
ORD-1233,Customer 008,East,105.0,2025-10-08
ORD-1234,Customer 009,West,760.1,2025-10-09
ORD-1235,Customer 010,Central,177.45,2025-10-10
ORD-1236,Customer 011,North,1025.0,2025-10-11
ORD-1237,Customer 012,South,99.3,2025-10-12
ORD-1238,Customer 013,East,465.42,2025-10-13
ORD-1239,Customer 014,West,305.8,2025-10-14
ORD-1240,Customer 015,Central,190.67,2025-10-15
ORD-1241,Customer 016,North,434.9,2025-10-16
ORD-1242,Customer 017,South,267.22,2025-10-17
ORD-1243,Customer 018,East,685.0,2025-10-18
ORD-1244,Customer 019,West,123.55,2025-10-19
ORD-1245,Customer 020,Central,600.5,2025-10-20
ORD-1246,Customer 021,North,244.95,2025-10-21
ORD-1247,Customer 022,South,905.75,2025-10-22
ORD-1248,Customer 023,East,360.33,2025-10-23
ORD-1249,Customer 024,West,93.99,2025-10-24
ORD-1250,Customer 025,Central,752.07,2025-10-25
