order_id,customer,region,amount,order_date
ORD-0068,Quarry Wholesale,West,980.0,2025-03-11
ORD-0069,Rivermark Sales,North,1622.35,2025-03-12
ORD-0070,Stonebridge Co,South,4350.8,2025-03-13
ORD-0071,Trailhead Retail,East,675.6,2025-03-14
ORD-0072,Umber Goods,West,2140.2,2025-03-15
ORD-0073,Verdant Supply,North,1195.75,2025-03-16
ORD-0074,Westwind Traders,South,2860.0,2025-03-17
ORD-0075,Xpress Mercantile,East,955.3,2025-03-18
ORD-0076,Yarrow Market,West,3688.4,2025-03-19
ORD-0077,Zephyr Logistics,North,1490.15,2025-03-20
ORD-0078,Arbor Lane,South,525.95,2025-03-21
ORD-0079,Beacon Retail,East,1995.0,2025-03-22
ORD-0080,Cobalt Supply,West,2744.65,2025-03-23
ORD-0081,Dawnstar Goods,North,810.4,2025-03-24
ORD-0082,Eastbay Trading,South,3385.25,2025-03-25
ORD-0083,Fairview Outlet,East,1177.7,2025-03-26
ORD-0084,Greenstone Co,West,2220.0,2025-03-27
ORD-0085,Hillcrest Supply,North,4675.9,2025-03-28
ORD-0086,Indigo Market,South,1344.55,2025-03-29
ORD-0087,Junebug Retail,East,588.25,2025-03-30
ORD-0088,Knollside Goods,West,2910.8,2025-03-31
ORD-0089,Longview Traders,North,1711.1,2025-04-01
ORD-0090,Morningside Supply,South,2435.6,2025-04-02
ORD-0091,Northgate Wholesale,East,905.0,2025-04-03
ORD-0092,Openroad Sales,West,3210.45,2025-04-04
ORD-0093,Palisade Goods,North,1099.95,2025-04-05
ORD-0094,Quicksilver Retail,South,1855.2,2025-04-06
ORD-0095,Rosemont Co,East,2720.75,2025-04-07
ORD-0096,Seabreeze Market,West,640.4,2025-04-08
ORD-0097,Timber Creek,North,3580.0,2025-04-09
ORD-0098,Unity Goods,South,1266.35,2025-04-10
ORD-0099,Vista Ridge,East,2144.9,2025-04-11
ORD-0100,Willow Peak,West,780.85,2025-04-12
