order_id,customer,region,amount,order_date
ORD0116,Customer 116,North,615.15,2025-05-13
ORD0117,Customer 117,South,702.25,2025-05-14
ORD0118,Customer 118,East,845.9,2025-05-15
ORD0119,Customer 119,West,930.45,2025-05-16
ORD0120,Customer 120,Central,1075.0,2025-05-17
ORD0121,Customer 121,North,119.95,2025-05-18
ORD0122,Customer 122,South,264.4,2025-05-19
ORD0123,Customer 123,East,381.7,2025-05-20
ORD0124,Customer 124,West,499.99,2025-05-21
ORD0125,Customer 125,Central,650.25,2025-05-22
ORD0126,Customer 126,North,120.5,2025-05-23
ORD0127,Customer 127,South,245.0,2025-05-24
ORD0128,Customer 128,East,389.99,2025-05-25
ORD0129,Customer 129,West,512.75,2025-06-01
ORD0130,Customer 130,Central,678.4,2025-06-02
ORD0131,Customer 131,North,734.1,2025-06-03
ORD0132,Customer 132,South,856.65,2025-06-04
ORD0133,Customer 133,East,910.0,2025-06-05
ORD0134,Customer 134,West,1024.35,2025-06-06
ORD0135,Customer 135,Central,1188.88,2025-06-07
ORD0136,Customer 136,North,126.2,2025-06-08
ORD0137,Customer 137,South,275.55,2025-06-09
ORD0138,Customer 138,East,333.33,2025-06-10
ORD0139,Customer 139,West,447.8,2025-06-11
ORD0140,Customer 140,Central,590.6,2025-06-12
ORD0141,Customer 141,North,615.15,2025-06-13
ORD0142,Customer 142,South,702.25,2025-06-14
ORD0143,Customer 143,East,845.9,2025-06-15
ORD0144,Customer 144,West,930.45,2025-06-16
ORD0145,Customer 145,Central,1075.0,2025-06-17
ORD0146,Customer 146,North,119.95,2025-06-18
ORD0147,Customer 147,South,264.4,2025-06-19
ORD0148,Customer 148,East,381.7,2025-06-20
ORD0149,Customer 149,West,499.99,2025-06-21
ORD0150,Customer 150,Central,650.25,2025-06-22
ORD0151,Customer 151,North,120.5,2025-06-23
ORD0152,Customer 152,South,245.0,2025-06-24
ORD0153,Customer 153,East,389.99,2025-06-25
ORD0154,Customer 154,West,512.75,2025-07-01
ORD0155,Customer 155,Central,678.4,2025-07-02
ORD0156,Customer 156,North,734.1,2025-07-03
ORD0157,Customer 157,South,856.65,2025-07-04
ORD0158,Customer 158,East,910.0,2025-07-05
ORD0159,Customer 159,West,1024.35,2025-07-06
ORD0160,Customer 160,Central,1188.88,2025-07-07
ORD0161,Customer 161,North,126.2,2025-07-08
ORD0162,Customer 162,South,275.55,2025-07-09
ORD0163,Customer 163,East,333.33,2025-07-10
ORD0164,Customer 164,West,447.8,2025-07-11
ORD0165,Customer 165,Central,590.6,2025-07-12
ORD0166,Customer 166,North,615.15,2025-07-13
ORD0167,Customer 167,South,702.25,2025-07-14
ORD0168,Customer 168,East,845.9,2025-07-15
ORD0169,Customer 169,West,930.45,2025-07-16
ORD0170,Customer 170,Central,1075.0,2025-07-17
ORD0171,Customer 171,North,119.95,2025-07-18
ORD0172,Customer 172,South,264.4,2025-07-19
ORD0173,Customer 173,East,381.7,2025-07-20
ORD0174,Customer 174,West,499.99,2025-07-21
ORD0175,Customer 175,Central,650.25,2025-07-22
ORD0176,Customer 176,North,120.5,2025-07-23
ORD0177,Customer 177,South,245.0,2025-07-24
ORD0178,Customer 178,East,389.99,2025-07-25
ORD0179,Customer 179,West,512.75,2025-08-01
ORD0180,Customer 180,Central,678.4,2025-08-02
ORD0181,Customer 181,North,734.1,2025-08-03
ORD0182,Customer 182,South,856.65,2025-08-04
ORD0183,Customer 183,East,910.0,2025-08-05
ORD0184,Customer 184,West,1024.35,2025-08-06
ORD0185,Customer 185,Central,1188.88,2025-08-07
ORD0186,Customer 186,North,126.2,2025-08-08
ORD0187,Customer 187,South,275.55,2025-08-09
ORD0188,Customer 188,East,333.33,2025-08-10
ORD0189,Customer 189,West,447.8,2025-08-11
ORD0190,Customer 190,Central,590.6,2025-08-12
ORD0191,Customer 191,North,615.15,2025-08-13
ORD0192,Customer 192,South,702.25,2025-08-14
ORD0193,Customer 193,East,845.9,2025-08-15
ORD0194,Customer 194,West,930.45,2025-08-16
ORD0195,Customer 195,Central,1075.0,2025-08-17
ORD0196,Customer 196,North,119.95,2025-08-18
ORD0197,Customer 197,South,264.4,2025-08-19
ORD0198,Customer 198,East,381.7,2025-08-20
ORD0199,Customer 199,West,499.99,2025-08-21
ORD0200,Customer 200,Central,650.25,2025-08-22
ORD0201,Customer 201,North,120.5,2025-08-23
ORD0202,Customer 202,South,245.0,2025-08-24
ORD0203,Customer 203,East,389.99,2025-08-25
ORD0204,Customer 204,West,512.75,2025-09-01
ORD0205,Customer 205,Central,678.4,2025-09-02
ORD0206,Customer 206,North,734.1,2025-09-03
ORD0207,Customer 207,South,856.65,2025-09-04
ORD0208,Customer 208,East,910.0,2025-09-05
ORD0209,Customer 209,West,1024.35,2025-09-06
ORD0210,Customer 210,Central,1188.88,2025-09-07
ORD0211,Customer 211,North,126.2,2025-09-08
ORD0212,Customer 212,South,275.55,2025-09-09
ORD0213,Customer 213,East,333.33,2025-09-10
ORD0214,Customer 214,West,447.8,2025-09-11
ORD0215,Customer 215,Central,590.6,2025-09-12
ORD0216,Customer 216,North,615.15,2025-09-13
ORD0217,Customer 217,South,702.25,2025-09-14
ORD0218,Customer 218,East,845.9,2025-09-15
ORD0219,Customer 219,West,930.45,2025-09-16
ORD0220,Customer 220,Central,1075.0,2025-09-17
ORD0221,Customer 221,North,119.95,2025-09-18
ORD0222,Customer 222,South,264.4,2025-09-19
ORD0223,Customer 223,East,381.7,2025-09-20
ORD0224,Customer 224,West,499.99,2025-09-21
ORD0225,Customer 225,Central,650.25,2025-09-22
ORD0226,Customer 226,North,120.5,2025-09-23
ORD0227,Customer 227,South,245.0,2025-09-24
ORD0228,Customer 228,East,389.99,2025-09-25
ORD0229,Customer 229,West,512.75,2025-10-01
ORD0230,Customer 230,Central,678.4,2025-10-02
ORD0231,Customer 231,North,734.1,2025-10-03
ORD0232,Customer 232,South,856.65,2025-10-04
ORD0233,Customer 233,East,910.0,2025-10-05
ORD0234,Customer 234,West,1024.35,2025-10-06
ORD0235,Customer 235,Central,1188.88,2025-10-07
ORD0236,Customer 236,North,126.2,2025-10-08
ORD0237,Customer 237,South,275.55,2025-10-09
ORD0238,Customer 238,East,333.33,2025-10-10
ORD0239,Customer 239,West,447.8,2025-10-11
ORD0240,Customer 240,Central,590.6,2025-10-12
ORD0241,Customer 241,North,615.15,2025-10-13
ORD0242,Customer 242,South,702.25,2025-10-14
ORD0243,Customer 243,East,845.9,2025-10-15
ORD0244,Customer 244,West,930.45,2025-10-16
ORD0245,Customer 245,Central,1075.0,2025-10-17
ORD0246,Customer 246,North,119.95,2025-10-18
ORD0247,Customer 247,South,264.4,2025-10-19
ORD0248,Customer 248,East,381.7,2025-10-20
ORD0249,Customer 249,West,499.99,2025-10-21
ORD0250,Customer 250,Central,650.25,2025-10-22
