order_id,customer,region,amount,order_date
ORD0144,Customer 144,West,450.0,2025-01-20
ORD0145,Customer 145,Central,312.4,2025-01-21
ORD0146,Customer 146,North,178.25,2025-01-22
ORD0147,Customer 147,South,520.1,2025-01-23
ORD0148,Customer 148,East,67.3,2025-01-24
ORD0149,Customer 149,West,905.6,2025-01-25
ORD0150,Customer 150,Central,241.8,2025-01-26
ORD0151,Customer 151,North,125.5,2025-01-02
ORD0152,Customer 152,South,230.75,2025-01-03
ORD0153,Customer 153,East,89.99,2025-01-04
ORD0154,Customer 154,West,450.0,2025-01-05
ORD0155,Customer 155,Central,312.4,2025-01-06
ORD0156,Customer 156,North,178.25,2025-01-07
ORD0157,Customer 157,South,520.1,2025-01-08
ORD0158,Customer 158,East,67.3,2025-01-09
ORD0159,Customer 159,West,905.6,2025-01-10
ORD0160,Customer 160,Central,241.8,2025-01-11
ORD0161,Customer 161,North,125.5,2025-01-12
ORD0162,Customer 162,South,230.75,2025-01-13
ORD0163,Customer 163,East,89.99,2025-01-14
ORD0164,Customer 164,West,450.0,2025-01-15
ORD0165,Customer 165,Central,312.4,2025-01-16
ORD0166,Customer 166,North,178.25,2025-01-17
ORD0167,Customer 167,South,520.1,2025-01-18
ORD0168,Customer 168,East,67.3,2025-01-19
ORD0169,Customer 169,West,905.6,2025-01-20
ORD0170,Customer 170,Central,241.8,2025-01-21
ORD0171,Customer 171,North,125.5,2025-01-22
ORD0172,Customer 172,South,230.75,2025-01-23
ORD0173,Customer 173,East,89.99,2025-01-24
ORD0174,Customer 174,West,450.0,2025-01-25
ORD0175,Customer 175,Central,312.4,2025-01-26
ORD0176,Customer 176,North,178.25,2025-01-02
ORD0177,Customer 177,South,520.1,2025-01-03
ORD0178,Customer 178,East,67.3,2025-01-04
ORD0179,Customer 179,West,905.6,2025-01-05
ORD0180,Customer 180,Central,241.8,2025-01-06
ORD0181,Customer 181,North,125.5,2025-01-07
ORD0182,Customer 182,South,230.75,2025-01-08
ORD0183,Customer 183,East,89.99,2025-01-09
ORD0184,Customer 184,West,450.0,2025-01-10
ORD0185,Customer 185,Central,312.4,2025-01-11
ORD0186,Customer 186,North,178.25,2025-01-12
ORD0187,Customer 187,South,520.1,2025-01-13
ORD0188,Customer 188,East,67.3,2025-01-14
ORD0189,Customer 189,West,905.6,2025-01-15
ORD0190,Customer 190,Central,241.8,2025-01-16
ORD0191,Customer 191,North,125.5,2025-01-17
ORD0192,Customer 192,South,230.75,2025-01-18
ORD0193,Customer 193,East,89.99,2025-01-19
ORD0194,Customer 194,West,450.0,2025-01-20
ORD0195,Customer 195,Central,312.4,2025-01-21
ORD0196,Customer 196,North,178.25,2025-01-22
ORD0197,Customer 197,South,520.1,2025-01-23
ORD0198,Customer 198,East,67.3,2025-01-24
ORD0199,Customer 199,West,905.6,2025-01-25
ORD0200,Customer 200,Central,241.8,2025-01-26
ORD0201,Customer 201,North,125.5,2025-01-02
ORD0202,Customer 202,South,230.75,2025-01-03
ORD0203,Customer 203,East,89.99,2025-01-04
ORD0204,Customer 204,West,450.0,2025-01-05
ORD0205,Customer 205,Central,312.4,2025-01-06
ORD0206,Customer 206,North,178.25,2025-01-07
ORD0207,Customer 207,South,520.1,2025-01-08
ORD0208,Customer 208,East,67.3,2025-01-09
ORD0209,Customer 209,West,905.6,2025-01-10
ORD0210,Customer 210,Central,241.8,2025-01-11
ORD0211,Customer 211,North,125.5,2025-01-12
ORD0212,Customer 212,South,230.75,2025-01-13
ORD0213,Customer 213,East,89.99,2025-01-14
ORD0214,Customer 214,West,450.0,2025-01-15
ORD0215,Customer 215,Central,312.4,2025-01-16
ORD0216,Customer 216,North,178.25,2025-01-17
ORD0217,Customer 217,South,520.1,2025-01-18
ORD0218,Customer 218,East,67.3,2025-01-19
ORD0219,Customer 219,West,905.6,2025-01-20
ORD0220,Customer 220,Central,241.8,2025-01-21
ORD0221,Customer 221,North,125.5,2025-01-22
ORD0222,Customer 222,South,230.75,2025-01-23
ORD0223,Customer 223,East,89.99,2025-01-24
ORD0224,Customer 224,West,450.0,2025-01-25
ORD0225,Customer 225,Central,312.4,2025-01-26
ORD0226,Customer 226,North,178.25,2025-01-02
ORD0227,Customer 227,South,520.1,2025-01-03
ORD0228,Customer 228,East,67.3,2025-01-04
ORD0229,Customer 229,West,905.6,2025-01-05
ORD0230,Customer 230,Central,241.8,2025-01-06
ORD0231,Customer 231,North,125.5,2025-01-07
ORD0232,Customer 232,South,230.75,2025-01-08
ORD0233,Customer 233,East,89.99,2025-01-09
ORD0234,Customer 234,West,450.0,2025-01-10
ORD0235,Customer 235,Central,312.4,2025-01-11
ORD0236,Customer 236,North,178.25,2025-01-12
ORD0237,Customer 237,South,520.1,2025-01-13
ORD0238,Customer 238,East,67.3,2025-01-14
ORD0239,Customer 239,West,905.6,2025-01-15
ORD0240,Customer 240,Central,241.8,2025-01-16
ORD0241,Customer 241,North,125.5,2025-01-17
ORD0242,Customer 242,South,230.75,2025-01-18
ORD0243,Customer 243,East,89.99,2025-01-19
ORD0244,Customer 244,West,450.0,2025-01-20
ORD0245,Customer 245,Central,312.4,2025-01-21
ORD0246,Customer 246,North,178.25,2025-01-22
ORD0247,Customer 247,South,520.1,2025-01-23
ORD0248,Customer 248,East,67.3,2025-01-24
ORD0249,Customer 249,West,905.6,2025-01-25
ORD0250,Customer 250,Central,241.8,2025-01-26
ORD0251,Customer 251,North,125.5,2025-01-02
ORD0252,Customer 252,South,230.75,2025-01-03
ORD0253,Customer 253,East,89.99,2025-01-04
ORD0254,Customer 254,West,450.0,2025-01-05
ORD0255,Customer 255,Central,312.4,2025-01-06
ORD0256,Customer 256,North,178.25,2025-01-07
ORD0257,Customer 257,South,520.1,2025-01-08
ORD0258,Customer 258,East,67.3,2025-01-09
ORD0259,Customer 259,West,905.6,2025-01-10
ORD0260,Customer 260,Central,241.8,2025-01-11
ORD0261,Customer 261,North,125.5,2025-01-12
ORD0262,Customer 262,South,230.75,2025-01-13
ORD0263,Customer 263,East,89.99,2025-01-14
ORD0264,Customer 264,West,450.0,2025-01-15
ORD0265,Customer 265,Central,312.4,2025-01-16
ORD0266,Customer 266,North,178.25,2025-01-17
ORD0267,Customer 267,South,520.1,2025-01-18
ORD0268,Customer 268,East,67.3,2025-01-19
ORD0269,Customer 269,West,905.6,2025-01-20
ORD0270,Customer 270,Central,241.8,2025-01-21
ORD0271,Customer 271,North,125.5,2025-01-22
ORD0272,Customer 272,South,230.75,2025-01-23
ORD0273,Customer 273,East,89.99,2025-01-24
ORD0274,Customer 274,West,450.0,2025-01-25
ORD0275,Customer 275,Central,312.4,2025-01-26
ORD0276,Customer 276,North,178.25,2025-01-02
ORD0277,Customer 277,South,520.1,2025-01-03
ORD0278,Customer 278,East,67.3,2025-01-04
ORD0279,Customer 279,West,905.6,2025-01-05
ORD0280,Customer 280,Central,241.8,2025-01-06
ORD0281,Customer 281,North,125.5,2025-01-07
ORD0282,Customer 282,South,230.75,2025-01-08
ORD0283,Customer 283,East,89.99,2025-01-09
ORD0284,Customer 284,West,450.0,2025-01-10
ORD0285,Customer 285,Central,312.4,2025-01-11
ORD0286,Customer 286,North,178.25,2025-01-12
ORD0287,Customer 287,South,520.1,2025-01-13
ORD0288,Customer 288,East,67.3,2025-01-14
ORD0289,Customer 289,West,905.6,2025-01-15
ORD0290,Customer 290,Central,241.8,2025-01-16
ORD0291,Customer 291,North,125.5,2025-01-17
ORD0292,Customer 292,South,230.75,2025-01-18
ORD0293,Customer 293,East,89.99,2025-01-19
ORD0294,Customer 294,West,450.0,2025-01-20
ORD0295,Customer 295,Central,312.4,2025-01-21
ORD0296,Customer 296,North,178.25,2025-01-22
ORD0297,Customer 297,South,520.1,2025-01-23
ORD0298,Customer 298,East,67.3,2025-01-24
ORD0299,Customer 299,West,905.6,2025-01-25
ORD0300,Customer 300,Central,241.8,2025-01-26
ORD0301,Customer 301,North,125.5,2025-01-02
ORD0302,Customer 302,South,230.75,2025-01-03
ORD0303,Customer 303,East,89.99,2025-01-04
ORD0304,Customer 304,West,450.0,2025-01-05
ORD0305,Customer 305,Central,312.4,2025-01-06
ORD0306,Customer 306,North,178.25,2025-01-07
ORD0307,Customer 307,South,520.1,2025-01-08
ORD0308,Customer 308,East,67.3,2025-01-09
ORD0309,Customer 309,West,905.6,2025-01-10
ORD0310,Customer 310,Central,241.8,2025-01-11
ORD0311,Customer 311,North,125.5,2025-01-12
ORD0312,Customer 312,South,230.75,2025-01-13
ORD0313,Customer 313,East,89.99,2025-01-14
ORD0314,Customer 314,West,450.0,2025-01-15
ORD0315,Customer 315,Central,312.4,2025-01-16
ORD0316,Customer 316,North,178.25,2025-01-17
ORD0317,Customer 317,South,520.1,2025-01-18
ORD0318,Customer 318,East,67.3,2025-01-19
ORD0319,Customer 319,West,905.6,2025-01-20
ORD0320,Customer 320,Central,241.8,2025-01-21
ORD0321,Customer 321,North,125.5,2025-01-22
ORD0322,Customer 322,South,230.75,2025-01-23
ORD0323,Customer 323,East,89.99,2025-01-24
ORD0324,Customer 324,West,450.0,2025-01-25
ORD0325,Customer 325,Central,312.4,2025-01-26
ORD0326,Customer 326,North,178.25,2025-01-02
ORD0327,Customer 327,South,520.1,2025-01-03
ORD0328,Customer 328,East,67.3,2025-01-04
ORD0329,Customer 329,West,905.6,2025-01-05
ORD0330,Customer 330,Central,241.8,2025-01-06
ORD0331,Customer 331,North,125.5,2025-01-07
ORD0332,Customer 332,South,230.75,2025-01-08
ORD0333,Customer 333,East,89.99,2025-01-09
ORD0334,Customer 334,West,450.0,2025-01-10
ORD0335,Customer 335,Central,312.4,2025-01-11
ORD0336,Customer 336,North,178.25,2025-01-12
ORD0337,Customer 337,South,520.1,2025-01-13
ORD0338,Customer 338,East,67.3,2025-01-14
ORD0339,Customer 339,West,905.6,2025-01-15
ORD0340,Customer 340,Central,241.8,2025-01-16
ORD0341,Customer 341,North,125.5,2025-01-17
ORD0342,Customer 342,South,230.75,2025-01-18
ORD0343,Customer 343,East,89.99,2025-01-19
ORD0344,Customer 344,West,450.0,2025-01-20
ORD0345,Customer 345,Central,312.4,2025-01-21
ORD0346,Customer 346,North,178.25,2025-01-22
ORD0347,Customer 347,South,520.1,2025-01-23
ORD0348,Customer 348,East,67.3,2025-01-24
ORD0349,Customer 349,West,905.6,2025-01-25
ORD0350,Customer 350,Central,241.8,2025-01-26
ORD0351,Customer 351,North,125.5,2025-01-02
ORD0352,Customer 352,South,230.75,2025-01-03
ORD0353,Customer 353,East,89.99,2025-01-04
ORD0354,Customer 354,West,450.0,2025-01-05
ORD0355,Customer 355,Central,312.4,2025-01-06
ORD0356,Customer 356,North,178.25,2025-01-07
ORD0357,Customer 357,South,520.1,2025-01-08
ORD0358,Customer 358,East,67.3,2025-01-09
ORD0359,Customer 359,West,905.6,2025-01-10
ORD0360,Customer 360,Central,241.8,2025-01-11
ORD0361,Customer 361,North,125.5,2025-01-12
ORD0362,Customer 362,South,230.75,2025-01-13
ORD0363,Customer 363,East,89.99,2025-01-14
ORD0364,Customer 364,West,450.0,2025-01-15
ORD0365,Customer 365,Central,312.4,2025-01-16
ORD0366,Customer 366,North,178.25,2025-01-17
ORD0367,Customer 367,South,520.1,2025-01-18
ORD0368,Customer 368,East,67.3,2025-01-19
ORD0369,Customer 369,West,905.6,2025-01-20
ORD0370,Customer 370,Central,241.8,2025-01-21
ORD0371,Customer 371,North,125.5,2025-01-22
ORD0372,Customer 372,South,230.75,2025-01-23
ORD0373,Customer 373,East,89.99,2025-01-24
ORD0374,Customer 374,West,450.0,2025-01-25
ORD0375,Customer 375,Central,312.4,2025-01-26
ORD0376,Customer 376,North,178.25,2025-01-02
ORD0377,Customer 377,South,520.1,2025-01-03
ORD0378,Customer 378,East,67.3,2025-01-04
ORD0379,Customer 379,West,905.6,2025-01-05
ORD0380,Customer 380,Central,241.8,2025-01-06
ORD0381,Customer 381,North,125.5,2025-01-07
ORD0382,Customer 382,South,230.75,2025-01-08
ORD0383,Customer 383,East,89.99,2025-01-09
ORD0384,Customer 384,West,450.0,2025-01-10
ORD0385,Customer 385,Central,312.4,2025-01-11
ORD0386,Customer 386,North,178.25,2025-01-12
ORD0387,Customer 387,South,520.1,2025-01-13
ORD0388,Customer 388,East,67.3,2025-01-14
ORD0389,Customer 389,West,905.6,2025-01-15
ORD0390,Customer 390,Central,241.8,2025-01-16
ORD0391,Customer 391,North,125.5,2025-01-17
ORD0392,Customer 392,South,230.75,2025-01-18
ORD0393,Customer 393,East,89.99,2025-01-19
ORD0394,Customer 394,West,450.0,2025-01-20
ORD0395,Customer 395,Central,312.4,2025-01-21
ORD0396,Customer 396,North,178.25,2025-01-22
ORD0397,Customer 397,South,520.1,2025-01-23
ORD0398,Customer 398,East,67.3,2025-01-24
ORD0399,Customer 399,West,905.6,2025-01-25
ORD0400,Customer 400,Central,241.8,2025-01-26
ORD0401,Customer 401,North,125.5,2025-01-02
ORD0402,Customer 402,South,230.75,2025-01-03
ORD0403,Customer 403,East,89.99,2025-01-04
ORD0404,Customer 404,West,450.0,2025-01-05
ORD0405,Customer 405,Central,312.4,2025-01-06
ORD0406,Customer 406,North,178.25,2025-01-07
ORD0407,Customer 407,South,520.1,2025-01-08
ORD0408,Customer 408,East,67.3,2025-01-09
ORD0409,Customer 409,West,905.6,2025-01-10
ORD0410,Customer 410,Central,241.8,2025-01-11
ORD0411,Customer 411,North,125.5,2025-01-12
ORD0412,Customer 412,South,230.75,2025-01-13
ORD0413,Customer 413,East,89.99,2025-01-14
ORD0414,Customer 414,West,450.0,2025-01-15
ORD0415,Customer 415,Central,312.4,2025-01-16
ORD0416,Customer 416,North,178.25,2025-01-17
ORD0417,Customer 417,South,520.1,2025-01-18
ORD0418,Customer 418,East,67.3,2025-01-19
ORD0419,Customer 419,West,905.6,2025-01-20
ORD0420,Customer 420,Central,241.8,2025-01-21
ORD0421,Customer 421,North,125.5,2025-01-22
ORD0422,Customer 422,South,230.75,2025-01-23
ORD0423,Customer 423,East,89.99,2025-01-24
ORD0424,Customer 424,West,450.0,2025-01-25
ORD0425,Customer 425,Central,312.4,2025-01-26
ORD0426,Customer 426,North,178.25,2025-01-02
ORD0427,Customer 427,South,520.1,2025-01-03
ORD0428,Customer 428,East,67.3,2025-01-04
ORD0429,Customer 429,West,905.6,2025-01-05
ORD0430,Customer 430,Central,241.8,2025-01-06
ORD0431,Customer 431,North,125.5,2025-01-07
ORD0432,Customer 432,South,230.75,2025-01-08
ORD0433,Customer 433,East,89.99,2025-01-09
ORD0434,Customer 434,West,450.0,2025-01-10
ORD0435,Customer 435,Central,312.4,2025-01-11
ORD0436,Customer 436,North,178.25,2025-01-12
ORD0437,Customer 437,South,520.1,2025-01-13
ORD0438,Customer 438,East,67.3,2025-01-14
ORD0439,Customer 439,West,905.6,2025-01-15
ORD0440,Customer 440,Central,241.8,2025-01-16
ORD0441,Customer 441,North,125.5,2025-01-17
ORD0442,Customer 442,South,230.75,2025-01-18
ORD0443,Customer 443,East,89.99,2025-01-19
ORD0444,Customer 444,West,450.0,2025-01-20
ORD0445,Customer 445,Central,312.4,2025-01-21
ORD0446,Customer 446,North,178.25,2025-01-22
ORD0447,Customer 447,South,520.1,2025-01-23
ORD0448,Customer 448,East,67.3,2025-01-24
ORD0449,Customer 449,West,905.6,2025-01-25
ORD0450,Customer 450,Central,241.8,2025-01-26
ORD0451,Customer 451,North,125.5,2025-01-02
ORD0452,Customer 452,South,230.75,2025-01-03
ORD0453,Customer 453,East,89.99,2025-01-04
ORD0454,Customer 454,West,450.0,2025-01-05
ORD0455,Customer 455,Central,312.4,2025-01-06
ORD0456,Customer 456,North,178.25,2025-01-07
ORD0457,Customer 457,South,520.1,2025-01-08
ORD0458,Customer 458,East,67.3,2025-01-09
ORD0459,Customer 459,West,905.6,2025-01-10
ORD0460,Customer 460,Central,241.8,2025-01-11
ORD0461,Customer 461,North,125.5,2025-01-12
ORD0462,Customer 462,South,230.75,2025-01-13
ORD0463,Customer 463,East,89.99,2025-01-14
ORD0464,Customer 464,West,450.0,2025-01-15
ORD0465,Customer 465,Central,312.4,2025-01-16
ORD0466,Customer 466,North,178.25,2025-01-17
ORD0467,Customer 467,South,520.1,2025-01-18
ORD0468,Customer 468,East,67.3,2025-01-19
ORD0469,Customer 469,West,905.6,2025-01-20
ORD0470,Customer 470,Central,241.8,2025-01-21
ORD0471,Customer 471,North,125.5,2025-01-22
ORD0472,Customer 472,South,230.75,2025-01-23
ORD0473,Customer 473,East,89.99,2025-01-24
ORD0474,Customer 474,West,450.0,2025-01-25
ORD0475,Customer 475,Central,312.4,2025-01-26
ORD0476,Customer 476,North,178.25,2025-01-02
ORD0477,Customer 477,South,520.1,2025-01-03
ORD0478,Customer 478,East,67.3,2025-01-04
ORD0479,Customer 479,West,905.6,2025-01-05
ORD0480,Customer 480,Central,241.8,2025-01-06
ORD0481,Customer 481,North,125.5,2025-01-07
ORD0482,Customer 482,South,230.75,2025-01-08
ORD0483,Customer 483,East,89.99,2025-01-09
ORD0484,Customer 484,West,450.0,2025-01-10
ORD0485,Customer 485,Central,312.4,2025-01-11
ORD0486,Customer 486,North,178.25,2025-01-12
ORD0487,Customer 487,South,520.1,2025-01-13
ORD0488,Customer 488,East,67.3,2025-01-14
ORD0489,Customer 489,West,905.6,2025-01-15
ORD0490,Customer 490,Central,241.8,2025-01-16
ORD0491,Customer 491,North,125.5,2025-01-17
ORD0492,Customer 492,South,230.75,2025-01-18
ORD0493,Customer 493,East,89.99,2025-01-19
ORD0494,Customer 494,West,450.0,2025-01-20
ORD0495,Customer 495,Central,312.4,2025-01-21
ORD0496,Customer 496,North,178.25,2025-01-22
ORD0497,Customer 497,South,520.1,2025-01-23
ORD0498,Customer 498,East,67.3,2025-01-24
ORD0499,Customer 499,West,905.6,2025-01-25
ORD0500,Customer 500,Central,241.8,2025-01-26
