order_id,customer,region,amount,order_date
ORD-0073,Windward Traders,East,730.61,2025-03-16
ORD-0074,Xpress Market,West,1499.49,2025-03-17
ORD-0075,Yarrow Goods,Central,418.27,2025-03-18
ORD-0076,Zephyr Retail,North,2215.9,2025-03-19
ORD-0077,Arbor Supply,South,967.08,2025-03-20
ORD-0078,Brookfield Sales,East,1340.56,2025-03-21
ORD-0079,Clearwater Goods,West,599.99,2025-03-22
ORD-0080,Deepwell Market,Central,3188.42,2025-03-23
ORD-0081,Edgewood Retail,North,780.31,2025-03-24
ORD-0082,Foxglove Supply,South,1688.88,2025-03-25
ORD-0083,Grandview Traders,East,412.4,2025-03-26
ORD-0084,Horizon Goods,West,1256.94,2025-03-27
ORD-0085,Ivory Market,Central,2099.17,2025-03-28
ORD-0086,Juneberry Sales,North,645.72,2025-03-29
ORD-0087,Knoll Retail,South,1570.05,2025-03-30
ORD-0088,Lantern Supply,East,905.09,2025-03-31
ORD-0089,Morningside Goods,West,2744.6,2025-04-01
ORD-0090,Northfield Market,Central,533.33,2025-04-02
ORD-0091,Overlook Retail,North,1180.81,2025-04-03
ORD-0092,Pinecrest Supply,South,660.47,2025-04-04
ORD-0093,Quicksilver Traders,East,1865.2,2025-04-05
ORD-0094,Ridgeway Goods,West,740.66,2025-04-06
ORD-0095,Suncrest Market,Central,1522.58,2025-04-07
ORD-0096,Tanglewood Retail,North,2980.04,2025-04-08
ORD-0097,Upland Supply,South,484.91,2025-04-09
ORD-0098,Vanguard Sales,East,1308.73,2025-04-10
ORD-0099,Westbrook Goods,West,899.5,2025-04-11
ORD-0100,Yorkshire Market,Central,2140.62,2025-04-12
