order_id,customer,amount
ORD-0131,Customer 131,49.99
ORD-0132,Customer 132,79.5
ORD-0133,Customer 133,120.0
ORD-0134,Customer 134,15.75
ORD-0135,Customer 135,230.4
ORD-0136,Customer 136,89.99
ORD-0137,Customer 137,310.25
ORD-0138,Customer 138,45.0
ORD-0139,Customer 139,150.6
ORD-0140,Customer 140,999.99
ORD-0141,Customer 141,49.99
ORD-0142,Customer 142,79.5
ORD-0143,Customer 143,120.0
ORD-0144,Customer 144,15.75
ORD-0145,Customer 145,230.4
ORD-0146,Customer 146,89.99
ORD-0147,Customer 147,310.25
ORD-0148,Customer 148,45.0
ORD-0149,Customer 149,150.6
ORD-0150,Customer 150,999.99
ORD-0151,Customer 151,49.99
ORD-0152,Customer 152,79.5
ORD-0153,Customer 153,120.0
ORD-0154,Customer 154,15.75
ORD-0155,Customer 155,230.4
ORD-0156,Customer 156,89.99
ORD-0157,Customer 157,310.25
ORD-0158,Customer 158,45.0
ORD-0159,Customer 159,150.6
ORD-0160,Customer 160,999.99
ORD-0161,Customer 161,49.99
ORD-0162,Customer 162,79.5
ORD-0163,Customer 163,120.0
ORD-0164,Customer 164,15.75
ORD-0165,Customer 165,230.4
ORD-0166,Customer 166,89.99
ORD-0167,Customer 167,310.25
ORD-0168,Customer 168,45.0
ORD-0169,Customer 169,150.6
ORD-0170,Customer 170,999.99
ORD-0171,Customer 171,49.99
ORD-0172,Customer 172,79.5
ORD-0173,Customer 173,120.0
ORD-0174,Customer 174,15.75
ORD-0175,Customer 175,230.4
ORD-0176,Customer 176,89.99
ORD-0177,Customer 177,310.25
ORD-0178,Customer 178,45.0
ORD-0179,Customer 179,150.6
ORD-0180,Customer 180,999.99
ORD-0181,Customer 181,49.99
ORD-0182,Customer 182,79.5
ORD-0183,Customer 183,120.0
ORD-0184,Customer 184,15.75
ORD-0185,Customer 185,230.4
ORD-0186,Customer 186,89.99
ORD-0187,Customer 187,310.25
ORD-0188,Customer 188,45.0
ORD-0189,Customer 189,150.6
ORD-0190,Customer 190,999.99
ORD-0191,Customer 191,49.99
ORD-0192,Customer 192,79.5
ORD-0193,Customer 193,120.0
ORD-0194,Customer 194,15.75
ORD-0195,Customer 195,230.4
ORD-0196,Customer 196,89.99
ORD-0197,Customer 197,310.25
ORD-0198,Customer 198,45.0
ORD-0199,Customer 199,150.6
ORD-0200,Customer 200,999.99
ORD-0201,Customer 201,49.99
ORD-0202,Customer 202,79.5
ORD-0203,Customer 203,120.0
ORD-0204,Customer 204,15.75
ORD-0205,Customer 205,230.4
ORD-0206,Customer 206,89.99
ORD-0207,Customer 207,310.25
ORD-0208,Customer 208,45.0
ORD-0209,Customer 209,150.6
ORD-0210,Customer 210,999.99
ORD-0211,Customer 211,49.99
ORD-0212,Customer 212,79.5
ORD-0213,Customer 213,120.0
ORD-0214,Customer 214,15.75
ORD-0215,Customer 215,230.4
ORD-0216,Customer 216,89.99
ORD-0217,Customer 217,310.25
ORD-0218,Customer 218,45.0
ORD-0219,Customer 219,150.6
ORD-0220,Customer 220,999.99
ORD-0221,Customer 221,49.99
ORD-0222,Customer 222,79.5
ORD-0223,Customer 223,120.0
ORD-0224,Customer 224,15.75
ORD-0225,Customer 225,230.4
ORD-0226,Customer 226,89.99
ORD-0227,Customer 227,310.25
ORD-0228,Customer 228,45.0
ORD-0229,Customer 229,150.6
ORD-0230,Customer 230,999.99
ORD-0231,Customer 231,49.99
ORD-0232,Customer 232,79.5
ORD-0233,Customer 233,120.0
ORD-0234,Customer 234,15.75
ORD-0235,Customer 235,230.4
ORD-0236,Customer 236,89.99
ORD-0237,Customer 237,310.25
ORD-0238,Customer 238,45.0
ORD-0239,Customer 239,150.6
ORD-0240,Customer 240,999.99
ORD-0241,Customer 241,49.99
ORD-0242,Customer 242,79.5
ORD-0243,Customer 243,120.0
ORD-0244,Customer 244,15.75
ORD-0245,Customer 245,230.4
ORD-0246,Customer 246,89.99
ORD-0247,Customer 247,310.25
ORD-0248,Customer 248,45.0
ORD-0249,Customer 249,150.6
ORD-0250,Customer 250,999.99
ORD-0251,Customer 251,49.99
ORD-0252,Customer 252,79.5
ORD-0253,Customer 253,120.0
ORD-0254,Customer 254,15.75
ORD-0255,Customer 255,230.4
ORD-0256,Customer 256,89.99
ORD-0257,Customer 257,310.25
ORD-0258,Customer 258,45.0
ORD-0259,Customer 259,150.6
ORD-0260,Customer 260,999.99
ORD-0261,Customer 261,49.99
ORD-0262,Customer 262,79.5
ORD-0263,Customer 263,120.0
ORD-0264,Customer 264,15.75
ORD-0265,Customer 265,230.4
ORD-0266,Customer 266,89.99
ORD-0267,Customer 267,310.25
ORD-0268,Customer 268,45.0
ORD-0269,Customer 269,150.6
ORD-0270,Customer 270,999.99
ORD-0271,Customer 271,49.99
ORD-0272,Customer 272,79.5
ORD-0273,Customer 273,120.0
ORD-0274,Customer 274,15.75
ORD-0275,Customer 275,230.4
ORD-0276,Customer 276,89.99
ORD-0277,Customer 277,310.25
ORD-0278,Customer 278,45.0
ORD-0279,Customer 279,150.6
ORD-0280,Customer 280,999.99
ORD-0281,Customer 281,49.99
ORD-0282,Customer 282,79.5
ORD-0283,Customer 283,120.0
ORD-0284,Customer 284,15.75
ORD-0285,Customer 285,230.4
ORD-0286,Customer 286,89.99
ORD-0287,Customer 287,310.25
ORD-0288,Customer 288,45.0
ORD-0289,Customer 289,150.6
ORD-0290,Customer 290,999.99
ORD-0291,Customer 291,49.99
ORD-0292,Customer 292,79.5
ORD-0293,Customer 293,120.0
ORD-0294,Customer 294,15.75
ORD-0295,Customer 295,230.4
ORD-0296,Customer 296,89.99
ORD-0297,Customer 297,310.25
ORD-0298,Customer 298,45.0
ORD-0299,Customer 299,150.6
ORD-0300,Customer 300,999.99
ORD-0301,Customer 301,49.99
ORD-0302,Customer 302,79.5
ORD-0303,Customer 303,120.0
ORD-0304,Customer 304,15.75
ORD-0305,Customer 305,230.4
ORD-0306,Customer 306,89.99
ORD-0307,Customer 307,310.25
ORD-0308,Customer 308,45.0
ORD-0309,Customer 309,150.6
ORD-0310,Customer 310,999.99
ORD-0311,Customer 311,49.99
ORD-0312,Customer 312,79.5
ORD-0313,Customer 313,120.0
ORD-0314,Customer 314,15.75
ORD-0315,Customer 315,230.4
ORD-0316,Customer 316,89.99
ORD-0317,Customer 317,310.25
ORD-0318,Customer 318,45.0
ORD-0319,Customer 319,150.6
ORD-0320,Customer 320,999.99
ORD-0321,Customer 321,49.99
ORD-0322,Customer 322,79.5
ORD-0323,Customer 323,120.0
ORD-0324,Customer 324,15.75
ORD-0325,Customer 325,230.4
ORD-0326,Customer 326,89.99
ORD-0327,Customer 327,310.25
ORD-0328,Customer 328,45.0
ORD-0329,Customer 329,150.6
ORD-0330,Customer 330,999.99
ORD-0331,Customer 331,49.99
ORD-0332,Customer 332,79.5
ORD-0333,Customer 333,120.0
ORD-0334,Customer 334,15.75
ORD-0335,Customer 335,230.4
ORD-0336,Customer 336,89.99
ORD-0337,Customer 337,310.25
ORD-0338,Customer 338,45.0
ORD-0339,Customer 339,150.6
ORD-0340,Customer 340,999.99
ORD-0341,Customer 341,49.99
ORD-0342,Customer 342,79.5
ORD-0343,Customer 343,120.0
ORD-0344,Customer 344,15.75
ORD-0345,Customer 345,230.4
ORD-0346,Customer 346,89.99
ORD-0347,Customer 347,310.25
ORD-0348,Customer 348,45.0
ORD-0349,Customer 349,150.6
ORD-0350,Customer 350,999.99
ORD-0351,Customer 351,49.99
ORD-0352,Customer 352,79.5
ORD-0353,Customer 353,120.0
ORD-0354,Customer 354,15.75
ORD-0355,Customer 355,230.4
ORD-0356,Customer 356,89.99
ORD-0357,Customer 357,310.25
ORD-0358,Customer 358,45.0
ORD-0359,Customer 359,150.6
ORD-0360,Customer 360,999.99
ORD-0361,Customer 361,49.99
ORD-0362,Customer 362,79.5
ORD-0363,Customer 363,120.0
ORD-0364,Customer 364,15.75
ORD-0365,Customer 365,230.4
ORD-0366,Customer 366,89.99
ORD-0367,Customer 367,310.25
ORD-0368,Customer 368,45.0
ORD-0369,Customer 369,150.6
ORD-0370,Customer 370,999.99
ORD-0371,Customer 371,49.99
ORD-0372,Customer 372,79.5
ORD-0373,Customer 373,120.0
ORD-0374,Customer 374,15.75
ORD-0375,Customer 375,230.4
ORD-0376,Customer 376,89.99
ORD-0377,Customer 377,310.25
ORD-0378,Customer 378,45.0
ORD-0379,Customer 379,150.6
ORD-0380,Customer 380,999.99
ORD-0381,Customer 381,49.99
ORD-0382,Customer 382,79.5
ORD-0383,Customer 383,120.0
ORD-0384,Customer 384,15.75
ORD-0385,Customer 385,230.4
ORD-0386,Customer 386,89.99
ORD-0387,Customer 387,310.25
ORD-0388,Customer 388,45.0
ORD-0389,Customer 389,150.6
ORD-0390,Customer 390,999.99
ORD-0391,Customer 391,49.99
ORD-0392,Customer 392,79.5
ORD-0393,Customer 393,120.0
ORD-0394,Customer 394,15.75
ORD-0395,Customer 395,230.4
ORD-0396,Customer 396,89.99
ORD-0397,Customer 397,310.25
ORD-0398,Customer 398,45.0
ORD-0399,Customer 399,150.6
ORD-0400,Customer 400,999.99
ORD-0401,Customer 401,49.99
ORD-0402,Customer 402,79.5
ORD-0403,Customer 403,120.0
ORD-0404,Customer 404,15.75
ORD-0405,Customer 405,230.4
ORD-0406,Customer 406,89.99
ORD-0407,Customer 407,310.25
ORD-0408,Customer 408,45.0
ORD-0409,Customer 409,150.6
ORD-0410,Customer 410,999.99
ORD-0411,Customer 411,49.99
ORD-0412,Customer 412,79.5
ORD-0413,Customer 413,120.0
ORD-0414,Customer 414,15.75
ORD-0415,Customer 415,230.4
ORD-0416,Customer 416,89.99
ORD-0417,Customer 417,310.25
ORD-0418,Customer 418,45.0
ORD-0419,Customer 419,150.6
ORD-0420,Customer 420,999.99
ORD-0421,Customer 421,49.99
ORD-0422,Customer 422,79.5
ORD-0423,Customer 423,120.0
ORD-0424,Customer 424,15.75
ORD-0425,Customer 425,230.4
ORD-0426,Customer 426,89.99
ORD-0427,Customer 427,310.25
ORD-0428,Customer 428,45.0
ORD-0429,Customer 429,150.6
ORD-0430,Customer 430,999.99
ORD-0431,Customer 431,49.99
ORD-0432,Customer 432,79.5
ORD-0433,Customer 433,120.0
ORD-0434,Customer 434,15.75
ORD-0435,Customer 435,230.4
ORD-0436,Customer 436,89.99
ORD-0437,Customer 437,310.25
ORD-0438,Customer 438,45.0
ORD-0439,Customer 439,150.6
ORD-0440,Customer 440,999.99
ORD-0441,Customer 441,49.99
ORD-0442,Customer 442,79.5
ORD-0443,Customer 443,120.0
ORD-0444,Customer 444,15.75
ORD-0445,Customer 445,230.4
ORD-0446,Customer 446,89.99
ORD-0447,Customer 447,310.25
ORD-0448,Customer 448,45.0
ORD-0449,Customer 449,150.6
ORD-0450,Customer 450,999.99
ORD-0451,Customer 451,49.99
ORD-0452,Customer 452,79.5
ORD-0453,Customer 453,120.0
ORD-0454,Customer 454,15.75
ORD-0455,Customer 455,230.4
ORD-0456,Customer 456,89.99
ORD-0457,Customer 457,310.25
ORD-0458,Customer 458,45.0
ORD-0459,Customer 459,150.6
ORD-0460,Customer 460,999.99
ORD-0461,Customer 461,49.99
ORD-0462,Customer 462,79.5
ORD-0463,Customer 463,120.0
ORD-0464,Customer 464,15.75
ORD-0465,Customer 465,230.4
ORD-0466,Customer 466,89.99
ORD-0467,Customer 467,310.25
ORD-0468,Customer 468,45.0
ORD-0469,Customer 469,150.6
ORD-0470,Customer 470,999.99
ORD-0471,Customer 471,49.99
ORD-0472,Customer 472,79.5
ORD-0473,Customer 473,120.0
ORD-0474,Customer 474,15.75
ORD-0475,Customer 475,230.4
ORD-0476,Customer 476,89.99
ORD-0477,Customer 477,310.25
ORD-0478,Customer 478,45.0
ORD-0479,Customer 479,150.6
ORD-0480,Customer 480,999.99
ORD-0481,Customer 481,49.99
ORD-0482,Customer 482,79.5
ORD-0483,Customer 483,120.0
ORD-0484,Customer 484,15.75
ORD-0485,Customer 485,230.4
ORD-0486,Customer 486,89.99
ORD-0487,Customer 487,310.25
ORD-0488,Customer 488,45.0
ORD-0489,Customer 489,150.6
ORD-0490,Customer 490,999.99
ORD-0491,Customer 491,49.99
ORD-0492,Customer 492,79.5
ORD-0493,Customer 493,120.0
ORD-0494,Customer 494,15.75
ORD-0495,Customer 495,230.4
ORD-0496,Customer 496,89.99
ORD-0497,Customer 497,310.25
ORD-0498,Customer 498,45.0
ORD-0499,Customer 499,150.6
ORD-0500,Customer 500,999.99
